"STRNO","STRDIR","STRNAME","STRTYPE","SUITE_NUM","BUS_NAME","OWNER1","OWNER2","AREA_CODE","PHONE_NUM","WARD","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","INACTIV","INACDT","OWNER_TYPE","CORP_NAME","TITLE1","TITLE2","BUS_TYPE","NAICS","CLV_MJBL","HEN_MJBL","NLV_MJBL","CC_MJBL","CAT_DESC","STATUS","BUS_ADDRESS","ZIP","LIC_NUM"
"107","E","CHARLESTON","BL","150","JAWA STUDIO","WELSH, JOHN A","","0","5981723","3","107 E CHARLESTON BL 150","LAS VEGAS NV","891041035","","20060308","S","","OWNER","","ARCHITECTURAL FIRM","541310","","","","","PROFESSIONAL SERVICES","ACTIVE","107 E CHARLESTON BL","89104","P50  7625 60963"
"112","","PALATIAL PINES","AV","","TACTEX","JENKINS, RAMONE","","702","3546342","0","112 PALATIAL PINES AV","NORTH LAS VEGAS NV","890310000","","0","C","TACTEX","OWNER","","FIREARM INSTRUCTIONS","611620","","","","","INSTRUCTION SERVICES","ACTIVE","112 PALATIAL PINES AV","89031","I50  7371164324"
"112","","PALISADE","AV","","T A LANDSCAPING","ARROYO, ALEJANDRO","","0","2656372","3","112 PALISADE AV","LAS VEGAS NV","891100000","O","20120131","S","","","","LAWN MAINTENANCE","561730","","","","","LAWN/LANDSCAPE MAINT","OUT OF BUSINESS","112 PALISADE AV","89110","L33 1353B153133"
"112","","PAUL","AV","","NEVADA TELEPHONE INC","","","0","6421475","5","1700 S MAIN ST","LAS VEGAS NV","891040000","O","20110112","C","HIPPODROME CORP","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","112 PAUL AV","89104","P35  4870 68145"
"112","","UNDERHILL","CT","","ANNA BANANA DESIGN","TORRES, ANNA L","","702","3659525","6","112 UNDERHILL CT","LAS VEGAS NV","891450000","O","20100618","S","","OWNER/100%","","PURSES & ACCESSORIES","4481","","","","","GENERAL SALES","OUT OF BUSINESS","112 UNDERHILL CT","89145","G50 15165 94972"
"112","N","3RD","ST","B","BEEF JERKY STORE THE","LEE, CATHY Y","","702","3880073","5","112 N 3RD ST B","LAS VEGAS NV","891012903","","0","C","HAWAIIAN SNAX INC","","","TOBACCO","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","112 N 3RD ST","89101","C05 1971H 76594"
"112","N","3RD","ST","A","ELECTRIC DAN LLC","NITURA, JUDY","NITURA, SCOTT","702","7679113","5","112 N 3RD ST A","LAS VEGAS NV","891010000","","0","C","ELECTRIC DAN LLC","MEMBER 70","MEMBER 30","CONTRACTOR","236","P","S","S","S","CONTRACTOR (MJBL)","ACTIVE","112 N 3RD ST","89101","C25 43605165064"
"112","N","3RD","ST","B","BEEF JERKY STORE THE","LEE, CATHY Y","","702","3880073","5","112 N 3RD ST STE B","LAS VEGAS NV","891012903","","0","C","HAWAIIAN SNAX INC","OWNER","","BEEF JERKY SALES","4452","","","","","FOOD SPECIALTY STORE","ACTIVE","112 N 3RD ST","89101","F50  1372 76594"
"112","N","3RD","ST","B","BEEF JERKY STORE THE","LEE, CATHY","","0","3880073","5","112 N 3RD ST B","LAS VEGAS NV","891010000","O","20110524","C","HAWAIIAN SNAX INC","PRES 100%","","OUTDOOR PAY PHONES","812990","","","","","PUBLIC/PRIVATE PAY PHONE","OUT OF BUSINESS","112 N 3RD ST","89101","P23   258 76594"
"112","N","3RD","ST","B","BEEF JERKY STORE THE","LEE, CATHY","","0","3136040","5","112 N 3RD ST #B","LAS VEGAS NV","891010000","O","20101206","C","HAWAIIAN SNAX INC","PRES 100%","","OUTDOOR PAYPHONE LOC","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","112 N 3RD ST","89101","P35  7050 76594"
"81","W","UTAH","AV","","CEBALLOS BONDING INC","CEBALLOS, LILIA","CEBALLOS, JOSE MANUEL","702","4385245","3","81 W UTAH AV","LAS VEGAS NV","891020000","O","20120522","C","CEBALLOS BONDING INC","OWNER 50%","OWNER 50%","BAIL BONDS","812990","","","","","BAIL BONDSMAN","OUT OF BUSINESS","81 W UTAH AV","89102","B01 11976119690"
"81","W","UTAH","AV","","BAIL BONDS 4 LESS","MORENO-SANCHEZ, ARTURO","VARGAS, FERNANDO","702","3862663","3","81 W UTAH AV","LAS VEGAS NV","891020000","","20121213","P","","","","BAIL BOND AGENCY","812990","","","","","BAIL BONDSMAN","ACTIVE","81 W UTAH AV","89102","B01 12811144149"
"81","W","UTAH","AV","","VARGAS FERNANDO","VARGAS, FERNANDO","","702","3862663","3","81 W UTAH  AV","LAS VEGAS NV","891020000","","20110824","S","","OWNER 100%","","BAIL AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","ACTIVE","81 W UTAH AV","89102","B18  100C144149"
"81","W","UTAH","AV","","CEBALLOS LILIA L","CEBALLOS, LILLA","CEBALLOS, JOSE MANUEL","702","4385245","3","81 W UTAH AV","LAS VEGAS NV","891020000","O","20100902","C","CEBALLOS BONDING INC","OWNER 50%","OWNER 50%","BAIL BOND AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","OUT OF BUSINESS","81 W UTAH AV","89102","B18  104F119690"
"81","W","UTAH","AV","","CEBALLOS JOSE MANUEL","CEBALLOS, LILLA","CEBALLOS, JOSE MANUEL","702","4385245","3","81 W UTAH AV","LAS VEGAS NV","891020000","O","20100902","C","CEBALLOS BONDING INC","OWNER 50%","OWNER 50%","BAIL BOND AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","OUT OF BUSINESS","81 W UTAH AV","89102","B18  105F119690"
"81","W","UTAH","AV","","MORENO ARTURO","MORENO, ARTURO","","702","3862663","3","81 W UTAH AV","LAS VEGAS NV","891020000","X","20121213","S","","OWNER 100%","","BAIL AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","TO BE DROPPED","81 W UTAH AV","89102","B18  202A160958"
"81","W","UTAH","AV","","MORENO ARTURO","MORENO, ARTURO","","702","3862663","3","81 W UTAH AV","LAS VEGAS NV","891020000","","0","S","","OWNER 100%","","BAIL AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","ACTIVE","81 W UTAH AV","89102","B18  211G144149"
"81","W","UTAH","AV","","PADIN MATARAMA ROSA MARIA","PADIN MATARAMA, ROSA MARIA","","0","0","3","P O BOX 571361","LAS VEGAS NV","891570000","O","20120522","S","","OWNER 100%","","BAIL BOND AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","OUT OF BUSINESS","81 W UTAH AV","89157","B18  147F149992"
"101","S","MARTIN L KING","BL","","GUNRUNNERS FIREARMS","LOFGREN, BENJAMIN SCOTT","LOFGREN, TIFFANY","0","3498927","5","101 S MARTIN L KING BL","LAS VEGAS NV","891060000","","0","C","BUSINESS SOLUTIONS LEAGUE LLC","MNGMBR 100","MNG MBR","SPORTING GOODS","451110","","","","","SPORTING GOODS","ACTIVE","101 S MARTIN L KING BL","89106","S14  8372156033"
"101","S","PAVILION CENTER","DR","","TRUNK OR TREAT","","","0","2292420","2","400 STEWART AV 10TH FL","LAS VEGAS NV","891010000","O","20111020","C","CITY OF LAS VEGAS","","","FESTIVAL/CAR SHOW","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","101 S PAVILION CENTER DR","89101","T26 14010156731"
"101","S","PAVILION CENTER","DR","","TRUNK OR TREAT","CITY OF LAS VEGAS, COUNCIL","","702","2292420","2","400 STEWART AVE","LAS VEGAS NV","891010000","O","20101020","C","CITY OF LAS VEGAS","","","CAR SHOW/HALLOW FEST","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","101 S PAVILION CENTER DR","89101","T26985550150873"
"101","S","RAINBOW","BL","8","ARIANS BAKERY & CAFE INC","MARIN, EDWARD","","703","2682000","1","4100 MONUMENT CORNER DR 430","FAIRFAX VA","220300000","O","20100915","C","ARIAN'S BAKERY & CAFE INC","PRES 100%","","BAKERY","311812","","","","","FOOD CATERER","OUT OF BUSINESS","101 S RAINBOW BL","22030","R10971651150258"
"101","S","RAINBOW","BL","23","DARBYS HAIRITAGE","DIXON, STEPHANIE","","0","4625030","1","3305 RED LODGE DR","LAS VEGAS NV","891010000","","0","C","DARBY'S HAIRITAGE LLC","OWNER 100%","","HAIR SALON","812112","","","","","COSMETOLOGY ESTABLISHMENT","ACTIVE","101 S RAINBOW BL","89101","B05 31976150119"
"101","S","RAINBOW","BL","21","ANGEL HEALING CENTER","KENNEY, MYRON THOMAS","","0","4749998","1","4474 DEL ORO DR","LAS VEGAS NV","891020000","","0","S","","OWNER 100%","","COLON HYDROTHERAPY","621399","","","","","GENERAL & SPECIALTY SALES","ACTIVE","101 S RAINBOW BL","89102","G55  6103157692"
"101","S","RAINBOW","BL","25","B E E E","STARKS, TRACEY MARIE","","702","8781958","1","4616 W SAHARA AV 297","LAS VEGAS NV","891020000","O","20110622","C","B E E E","FOUNDER","","PROMOTER/CONSUMER ED","541613","","","","","MGMT/MKT SVC","OUT OF BUSINESS","101 S RAINBOW BL","89102","M18 4874I124134"
"107","E","CHARLESTON","BL","110","CLARK & RICHARDS LLP","RICHARDS, GORDON","CLARK, DOUGLAS HOWARD","702","7311414","3","107 E CHARLESTON BL 110","LAS VEGAS NV","891040000","O","20101129","C","CLARK & RICHARDS LLP","PRTNR 50%","PRTNR 50%","LAW OFFICE","541110","","","","","PROFESSIONAL SERVICES","OUT OF BUSINESS","107 E CHARLESTON BL","89104","P50 19654147274"
"107","E","CHARLESTON","BL","155","BAR BISTRO@ THE ARTS FACTORY","ISBUTT, WESTLEY","","0","7316030","3","107 E CHARLESTON BL 250","LAS VEGAS NV","891040000","","20121213","C","MYLES MANAGEMENT LLC","MGR 100%","","RESTAURANT","722511","","","","","RESTAURANT GT 45","ACTIVE","107 E CHARLESTON BL","89104","R09 15124  1047"
"107","E","CHARLESTON","BL","","ART EVENT AT THE ARTS FACTORY","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20100505","C","THE ARTS FACTORY LLC","","","ART AND CULTURE EVNT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26  9140101801"
"107","E","CHARLESTON","BL","","ART EVENT AT THE ARTS FACTORY","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20100505","C","THE ARTS FACTORY LLC","","","ART AND CULTURE EVNT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26  9150101801"
"107","E","CHARLESTON","BL","","ART @ THE ARTS FACTORY","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20100419","C","THE ARTS FACTORY LLC","","","SPOKEN WORD PERFORMA","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26  9290101801"
"107","E","CHARLESTON","BL","","ART EVENT AT THE ARTS FACTORY","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20100513","C","THE ARTS FACTORY LLC","","","ART AND CULTURE EVNT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26  9490101801"
"107","E","CHARLESTON","BL","","ART SHOW","ISBUTT, WESLEY","","702","3833133","3","107 E CHARLESTON BL","LAS VEGAS NV","891040000","O","20100621","C","ARTS FACTORY LLC THE","COORDINATO","","ART SHOW","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26  9730101801"
"107","E","CHARLESTON","BL","","ART EVENT","ISBUTT, WESTLEY MYLES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20100707","C","THE ARTS FACTORY LLC","","","ART OPENING EVENT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26  9940101801"
"112","N","3RD","ST","B","BEEF JERKY STORE THE","LEE, CATHY","","0","3136041","5","112 N 3RD ST #B","LAS VEGAS NV","891010000","O","20101206","C","HAWWAIN SNAX INC","PRES 100%","","OUTDOOR PAYPHONE LOC","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","112 N 3RD ST","89101","P35  7060 76594"
"112","N","3RD","ST","B","BEEF JERKY STORE THE","LEE, CATHY","","0","3077533","5","112 N 3RD ST #B","LAS VEGAS NV","891010000","O","20101206","C","HAWAIIAN SNAX INC","PRES 100%","","OUTDOOR PAYPHONE LOC","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","112 N 3RD ST","89101","P35  7070 76594"
"112","N","LAS VEGAS","BL","","ROCK THE BLOCK","APCAR, FREDERIC","","702","3836666","5","633 S 4TH ST #7","LAS VEGAS NV","891010000","O","20100513","C","FREDERIC APCAR PRODUCTIONS","","","STREET FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","112 N LAS VEGAS BL","89101","T26  9330135600"
"112","N","LAS VEGAS","BL","","ROCK THE BLOCK","APCAR, FREDERIC","","702","3836666","5","633 S 4TH ST #7","LAS VEGAS NV","891010000","O","20100513","C","FREDERIC APCAR PRODUCTIONS","","","STREET FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","112 N LAS VEGAS BL","89101","T26  9430135600"
"112","N","LAS VEGAS","BL","","ROCK THE BLOCK","APCAR, FREDERIC","APCAR, FREDERIC","702","3836666","5","633 S 4TH ST #7","LAS VEGAS NV","891010000","O","20100707","C","FREDERIC APCAR PRODUCTIONS","","","STREET FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","112 N LAS VEGAS BL","89101","T26  9880135600"
"112","N","LAS VEGAS","BL","","ROCK THE BLOCK","APCAR, FREDERIC","","702","3836666","5","633 S 4TH ST #7","LAS VEGAS NV","891010000","O","20100811","C","FREDERIC APCAR PRODUCTIONS","","","STREET FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","112 N LAS VEGAS BL","89101","T26  9980135600"
"112","N","LAS VEGAS","BL","","ROCK THE BLOCK","APCAR, FREDERIC","","702","3836666","5","633 S 4TH ST #7","LAS VEGAS NV","891010000","O","20101215","C","FREDERIC APCAR PRODUCTIONS","","","STREET FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","112 N LAS VEGAS BL","89101","T26984160135600"
"112","N","LAS VEGAS","BL","","A TIME IN HISTORY INC","YERGER, LORI","","0","2875935","5","2425 S HACIENDA 150","LAS VEGAS NV","891200000","O","20100615","C","A TIME IN HISTORY INC","RESP PERS","","SPEC EVENT BEER/WINE","722410","","","","","SPECIAL EVENT BEER WINE","OUT OF BUSINESS","112 N LAS VEGAS BL","89120","L26958640  1755"
"112","S","CIMARRON","RD","","CUSTOM GROUNDS","FALK, IRWIN","","0","3631554","2","112 S CIMARRON RD","LAS VEGAS NV","891450000","","0","S","","OWNER 100%","","LAWN MAINTENANCE","561730","","","","","LAWN/LANDSCAPE MAINT","ACTIVE","112 S CIMARRON RD","89145","L33  944C132784"
"81","W","UTAH","AV","","MALONEY PATRICK T","MALONEY, PATRICK T","","0","0","3","PO BOX 571361","LAS VEGAS NV","891570000","O","20120522","S","","OWNER 100%","","BAIL BOND AGENT","812990","","","","","BAIL ENFORCEMENT AGENT","OUT OF BUSINESS","81 W UTAH AV","89157","B18  148F149991"
"83","N","26TH","ST","","CHACON EDGAR","CHACON, EDGAR","","0","0","0","83 N 26TH ST","LAS VEGAS NV","891010000","O","20120508","S","","OWNER 100%","","MOBILE CAR WASH","811192","","","","","AUTOMOBILE DETAILING","OUT OF BUSINESS","83 N 26TH ST","89101","A45  607D146840"
"83","N","NELLIS","BL","","FASHION STREET","LEE, EUN KYONG","","702","5318383","3","83 N NELLIS BL","LAS VEGAS NV","891100000","","20081017","C","FASHION STREET INC","PRES","","RETAIL CLOTHING STOR","4481","","","","","GENERAL SALES","ACTIVE","83 N NELLIS BL","89110","G50 16821111999"
"85","","CHARTAN","AV","","TRUE BLUE PROPERTY SERVICES","EAGLE, RODNEY","EAGLE, WALTER","702","5137659","0","85 CHARTAN AV","LAS VEGAS NV","891830000","O","20110413","C","TRUE BLUE PROPERTY SERVICES","OWNER 100%","ONSITE MGR","CONTRACTOR","23000","","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","85 CHARTAN AV","89183","C11 9564J137908"
"85","N","NELLIS","BL","","SUPER NAILS 2","MAI, LE","","702","4371999","3","85 N NELLIS BL","LAS VEGAS NV","891105330","","0","S","","OWNER 100%","","NAIL SALON","812112","","","","","COSMETOLOGY ESTABLISHMENT","ACTIVE","85 N NELLIS BL","89110","B05 26471 73382"
"85","N","NELLIS","BL","","C & A PETROLEUM","CAMPBELL, JAMES","","0","4378580","3","P O BOX 44056","LAS VEGAS NV","891160000","","0","S","","OWNER","","MOBILE REPAIR SERVIC","5617","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","85 N NELLIS BL","89116","R60 28332 68376"
"87","N","21ST","ST","","MONTENEGRO HECTOR","MONTENEGRO, HECTOR","","0","0","4","4468 ARLINGTON PARK CT","LAS VEGAS NV","891104010","","20080509","S","","OWNER 100%","","APARTMENT RENTALS","531110","","","","","APARTMENT HOUSE","ACTIVE","87 N 21ST ST","89110","A07 1559G 16342"
"87","N","NELLIS","BL","","GENERAL NUTRITION CENTER 9914","INC, GENERAL NUTRITION","","702","4376892","3","300 6TH AV TAX DEPT","PITTSBURGH PA","152222502","","0","C","GENERAL NUTRITION CORPORATION","","","SUPPLEMENT SALES","446191","","","","","FOOD SPECIALTY STORE","ACTIVE","87 N NELLIS BL","15222","F50  2483 51865"
"88","","CORPORATE PARK","DR","","UNITED SOLAR ENERGY INC","","","702","4511000","0","88 CORPORATE PARK DR","HENDERSON NV","890740000","","20121031","","","","","CONTRACTOR","0","S","P","","S","CONTRACTOR (MJBL)","ACTIVE","88 CORPORATE PARK DR","89074","C25999995999999"
"101","S","RAINBOW","BL","26","LAS VEGAS HAIR & MORE INC","MONZON, MAURICIO","SANCHEZ, MILDA L","702","3366247","1","6743 GREENGROVE DR","LAS VEGAS NV","891030000","","0","C","LAS VEGAS HAIR & MORE INC","PRES 50","SEC 50","BEAUTY SUPPLIES","44612","","","","","GENERAL SALES","ACTIVE","101 S RAINBOW BL","89103","G50 90064165218"
"101","S","RAINBOW","BL","10","CREATE DEVELOP & FLOW ACADEMY","SODERBERG, JACK","","0","2511111","1","901 BRUSH ST 54","LAS VEGAS NV","891070000","","0","S","","100%","","MARTIAL ARTS SCHOOL","611620","","","","","MARTIAL ARTS INSTRUCTION","ACTIVE","101 S RAINBOW BL","89107","M22    8E 36186"
"101","S","RAINBOW","BL","7","PELLEGRINI PIZZA","MAGHAKYAN, ARA","","702","3368383","1","101 S RAINBOW BL 7","LAS VEGAS NV","891070000","","0","C","R L V LLC","OWNER 100","","PIZZA DELIVERY/TAKE","722515","","","","","FOOD CATERER","ACTIVE","101 S RAINBOW BL","89107","R10952755131817"
"101","S","RAINBOW","BL","30","DIGGER ONE EXCAVATION INC","WOODWARD, DENNIS","WOODWARD, ELENA","702","8785499","1","3601 TORY CT","LAS VEGAS NV","891100000","O","20121101","C","DIGGER ONE EXCAVATION INC","PRES","","CONTRACTOR","23000","P","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","101 S RAINBOW BL","89110","C11 8070C127743"
"101","S","RAINBOW","BL","9","CC LOCATOR LLC","DIDOMENICO, CATHERINE","","702","5866818","1","8333 WINDRUSH AV","LAS VEGAS NV","891170000","","0","C","CC LOCATOR LLC","OWNER 100","","APARTMENT LOCATOR","541810","","","","","ADVERTISING BUSINESS","ACTIVE","101 S RAINBOW BL","89117","A02 2569E159610"
"101","S","RAINBOW","BL","30","DMP MUSIC GROUP","ASH, SCOTT J","","0","5262080","1","9811 W CHARLESTON BL 2 629","LAS VEGAS NV","891170000","O","20100605","S","","OWNER 100%","","MUSIC COMPOSITION","443142","","","","","GENERAL SALES","OUT OF BUSINESS","101 S RAINBOW BL","89117","G50 62272132999"
"101","S","RAINBOW","BL","21","PREM ALICE","PREM, ALICE DIANA","","702","2554477","1","9183 ALPINE BLISS ST","LAS VEGAS NV","891230000","O","20120313","S","","100%","","PSYCHIC ARTS/SCIENCE","812990","","","","","PSYCHIC ARTS & SCIENCE","OUT OF BUSINESS","101 S RAINBOW BL","89123","A24   34B 92684"
"101","S","RAINBOW","BL","20","DEIBERT GROUP","DEIBERT, MARGARET","","702","8785499","1","101 S RAINBOW BL 20","LAS VEGAS NV","891262220","","0","C","ADDMSS INC","PRES","","TAX SVC/BOOKKEEPING","541219","","","","","BOOKKEEPER","ACTIVE","101 S RAINBOW BL","89126","A23 1828F 91686"
"101","S","RAINBOW","BL","30","TRI STATE MORTUARY SERVICE INC","LA FLAMME, PETER C","LA FLAMME, ALBERTA J","702","8807718","1","P O BOX 27385","LAS VEGAS NV","891261385","","0","C","TRI STATE MORTUARY SERVICE INC","PRES/SEC","TR/DIR","TRANSPORT SERVICE","492110","","","","","XPRESS OR DELIVERY SVC","ACTIVE","101 S RAINBOW BL","89126","E03   773 68618"
"107","E","CHARLESTON","BL","","ART EVENT","ISBUTT, WESTLEY","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20100907","C","THE ARTS FACTORY LLC","","","ART OPENING EVENT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10090101801"
"107","E","CHARLESTON","BL","","ART EVENT AT THE ARTS FACTORY","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20101004","C","THE ARTS FACTORY LLC","","","ART AND CULTURE EVNT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10270101801"
"107","E","CHARLESTON","BL","","18B MUSIC FESTIVAL","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20110126","C","THE ARTS FACTORY LLC","","","MUSICAL CONCERT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10390101801"
"107","E","CHARLESTON","BL","","DINING ON THE PATIO","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20110126","C","THE ARTS FACTORY LLC","","","DINING SERVICE","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10400101801"
"107","E","CHARLESTON","BL","","DINING ON THE PATIO","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20110126","C","THE ARTS FACTORY LLC","","","DINING SERVICE","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10500101801"
"107","E","CHARLESTON","BL","","CAMP 107","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #155","LAS VEGAS NV","891040000","O","20110126","C","THE ARTS FACTORY LLC","","","PAINTER/POETS/MOVIES","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10640101801"
"107","E","CHARLESTON","BL","","PAINTERS & POETS ON THE PATIO","ISBUTT, WES","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20110126","C","THE ARTS FACTORY LLC","","","ART VIEWING","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10690101801"
"107","E","CHARLESTON","BL","","ART EVENT @ THE ARTS FACTORY","ISBUTT, WESLEY","","702","3833133","3","107 E CHARLESTON BL #250","LAS VEGAS NV","891040000","O","20110126","C","THE ARTS FACTORY LLC","OWNER","","MONTHLY ART EVENT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","107 E CHARLESTON BL","89104","T26 10950101801"
"112","S","JONES","BL","","ADVANCED HOUSE CALLS INC","BRYAN, GREGORY K","BRYAN, MARY S","702","8387110","1","112 S JONES BL","LAS VEGAS NV","891070000","","20050315","C","ADVANCED HOUSE CALLS INC","PRES","TREAS","MEDICAL EXAM FACILIT","621498","","","","","LAB OR CLINIC (IWS)","ACTIVE","112 S JONES BL","89107","C55  1313 79731"
"112","S","JONES","BL","","ADVANCED HOUSE CALLS INC","SULLIVAN, MICHAEL J","BRYAN, GREGORY K","702","8387110","1","112 S JONES BL","LAS VEGAS NV","891070000","","0","C","ADVANCED HOUSE CALLS INC","SEC","PRES","HOME HEALTH CARE","621610","","","","","RES HOME CARE PROVIDER","ACTIVE","112 S JONES BL","89107","H14   77D 79731"
"112","S","JONES","BL","","ADVANCED HOUSE CALLS INC","BRYAN, GREGORY K","","702","8387110","1","112 S JONES BL","LAS VEGAS NV","891070000","","20080602","C","ADVANCED HOUSE CALLS INC","PRES","","MEDICAL FIRM","62111","","","","","PROF SVCS (IWS)","ACTIVE","112 S JONES BL","89107","P55  4885119020"
"112","S","JONES","BL","","TANAKRIT WELDING INC","RICHIE, JOHN","","702","3844404","1","P O BOX 19622","LAS VEGAS NV","891320000","O","20100604","C","TANAKRIT INC","OWNER 100%","","MOBIL WELDING REPAIR","238190","","","","","MANUFACTURING LIGHT ASMB","OUT OF BUSINESS","112 S JONES BL","89132","M50   481135677"
"112","S","WATER","ST","121","NEVADA MICROENTERPRISE INITIAT","BARRAGAN, ROBERTO","","702","7343555","0","112 S WATER ST 121","HENDERSON NV","890150000","O","20130430","C","NEVADA MICRONETPRISE DEVLOPMEN","OWNER 100","","LOAN CONSULTING","541613","","","","","MGMT/MKT SVC","OUT OF BUSINESS","112 S WATER ST","89015","M1894570C165112"
"112","W","BROOKS","AV","","QUIKRETE LAS VEGAS","WINCHESTER JR, JAMES E","WINCHESTER, DENNIS","404","6349100","0","3490 PIEDMONT RD 1300","ATLANTA GA","303050000","","20070817","C","THE QUIKRETE COMPANIES INC","CEO","VP","CONCRETE DELIVERY","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","112 W BROOKS AV","30305","T10 57026   636"
"112","W","BROOKS","AV","","BORDERLINE CONCRETE","COATNEY, MICHAEL G","","702","3992397","0","1883 S ALONDRA DR","WASHINGTON UT","847802148","O","20120214","S","","PRES/100%","","CONTRACTOR","236","","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","112 W BROOKS AV","84780","C25  1675 95477"
"112","W","BROOKS","AV","","BORDERLINE CONCRETE","","","702","3992397","0","112 W BROOKS AVE","NLV NV","890300000","O","20120229","","","","","CONCRETE","0","S","","P","","CONTRACTOR (MJBL)","OUT OF BUSINESS","112 W BROOKS AV","89030","C25999995999999"
"112","W","BROOKS","AV","","BEST WATER TREATMENT","","","702","6497900","0","5080 N BRUCE ST","NLV NV","890310000","","20131031","","","","","EQUIPMENT TO TREAT W","0","S","S","P","S","CONTRACTOR (MJBL)","ACTIVE","112 W BROOKS AV","89031","C25999995999999"
"94","","CORPORATE PARK","DR","","ALL TRADES CONCRETE CONSTRUCTI","BLEWETT, CHRIS","BLEWETT, TERESA","702","2690537","0","94 CORPORATE PARK DR","HENDERSON NV","890740000","O","20120703","C","ALL TRADES CONCRETE CONSTR INC","PRES 50%","VP   50%","CONCRETE CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","94 CORPORATE PARK DR","89074","C25 22885110820"
